x,y,vorticity
 0.58594,   0.00781250,   0.66531030
 0.59375,   0.00781250,   0.65257386
 0.60156,   0.00781250,   0.63883104
 0.60938,   0.00781250,   0.62411708
 0.61719,   0.00781250,   0.60847169
 0.62500,   0.00781250,   0.59193898
 0.63281,   0.00781250,   0.57456738
 0.64062,   0.00781250,   0.55640957
 0.64844,   0.00781250,   0.53752228
 0.65625,   0.00781250,   0.51796617
 0.66406,   0.00781250,   0.49780558
 0.67188,   0.00781250,   0.47710835
 0.67969,   0.00781250,   0.45594550
 0.68750,   0.00781250,   0.43439100
 0.69531,   0.00781250,   0.41252144
 0.70312,   0.00781250,   0.39041566
 0.71094,   0.00781250,   0.36815442
 0.71875,   0.00781250,   0.34582004
 0.72656,   0.00781250,   0.32349596
 0.73438,   0.00781250,   0.30126632
 0.74219,   0.00781250,   0.27921559
 0.75000,   0.00781250,   0.25742805
 0.75781,   0.00781250,   0.23598740
 0.76562,   0.00781250,   0.21497628
 0.77344,   0.00781250,   0.19447581
 0.78125,   0.00781250,   0.17456509
 0.78906,   0.00781250,   0.15532081
 0.79688,   0.00781250,   0.13681669
 0.80469,   0.00781250,   0.11912308
 0.81250,   0.00781250,   0.10230643
 0.82031,   0.00781250,   0.08642884
 0.82812,   0.00781250,   0.07154757
 0.83594,   0.00781250,   0.05771452
 0.84375,   0.00781250,   0.04497572
 0.85156,   0.00781250,   0.03337077
 0.85938,   0.00781250,   0.02293224
 0.86719,   0.00781250,   0.01368499
 0.87500,   0.00781250,   0.00564542
 0.88281,   0.00781250,  -0.00117936
 0.89062,   0.00781250,  -0.00679266
 0.89844,   0.00781250,  -0.01120936
 0.90625,   0.00781250,  -0.01445750
 0.91406,   0.00781250,  -0.01658014
 0.92188,   0.00781250,  -0.01763780
 0.92969,   0.00781250,  -0.01771132
 0.93750,   0.00781250,  -0.01690568
 0.94531,   0.00781250,  -0.01535437
 0.95312,   0.00781250,  -0.01322443
 0.96094,   0.00781250,  -0.01072102
 0.96875,   0.00781250,  -0.00808820
 0.97656,   0.00781250,  -0.00559685
 0.98438,   0.00781250,  -0.00349537
 0.99219,   0.00781250,  -0.00186283
 1.00000,   0.00781250,  -0.00022946
 0.00000,   0.01562500,  -0.00359829
 0.00781,   0.01562500,  -0.00253324
 0.01562,   0.01562500,  -0.00135031
 0.02344,   0.01562500,  -0.00017064
 0.03125,   0.01562500,   0.00113817
 0.03906,   0.01562500,   0.00278898
 0.04688,   0.01562500,   0.00498803
 0.05469,   0.01562500,   0.00790296
 0.06250,   0.01562500,   0.01165673
 0.07031,   0.01562500,   0.01633151
 0.07812,   0.01562500,   0.02197543
 0.08594,   0.01562500,   0.02860945
 0.09375,   0.01562500,   0.03623333
 0.10156,   0.01562500,   0.04483055
 0.10938,   0.01562500,   0.05437232
 0.11719,   0.01562500,   0.06482069
 0.12500,   0.01562500,   0.07613108
 0.13281,   0.01562500,   0.08825423
 0.14062,   0.01562500,   0.10113773
 0.14844,   0.01562500,   0.11472727
 0.15625,   0.01562500,   0.12896755
 0.16406,   0.01562500,   0.14380301
 0.17188,   0.01562500,   0.15917842
 0.17969,   0.01562500,   0.17503921
 0.18750,   0.01562500,   0.19133185
 0.19531,   0.01562500,   0.20800402
 0.20312,   0.01562500,   0.22500473
 0.21094,   0.01562500,   0.24228436
 0.21875,   0.01562500,   0.25979475
 0.22656,   0.01562500,   0.27748909
 0.23438,   0.01562500,   0.29532195
 0.24219,   0.01562500,   0.31324911
 0.25000,   0.01562500,   0.33122756
 0.25781,   0.01562500,   0.34921531
 0.26562,   0.01562500,   0.36717137
 0.27344,   0.01562500,   0.38505554
 0.28125,   0.01562500,   0.40282838
 0.28906,   0.01562500,   0.42045105
 0.29688,   0.01562500,   0.43788526
 0.30469,   0.01562500,   0.45509311
 0.31250,   0.01562500,   0.47203707
 0.32031,   0.01562500,   0.48867989
 0.32812,   0.01562500,   0.50498457
 0.33594,   0.01562500,   0.52091426
 0.34375,   0.01562500,   0.53643232
 0.35156,   0.01562500,   0.55150223
 0.35938,   0.01562500,   0.56608768
 0.36719,   0.01562500,   0.58015251
 0.37500,   0.01562500,   0.59366086
 0.38281,   0.01562500,   0.60657708
 0.39062,   0.01562500,   0.61886596
 0.39844,   0.01562500,   0.63049269
 0.40625,   0.01562500,   0.64142306
 0.41406,   0.01562500,   0.65162347
 0.42188,   0.01562500,   0.66106118
 0.42969,   0.01562500,   0.66970434
 0.43750,   0.01562500,   0.67752220
 0.44531,   0.01562500,   0.68448525
 0.45312,   0.01562500,   0.69056539
 0.46094,   0.01562500,   0.69573610
 0.46875,   0.01562500,   0.69997261
 0.47656,   0.01562500,   0.70325209
 0.48438,   0.01562500,   0.70555385
 0.49219,   0.01562500,   0.70685948
 0.50000,   0.01562500,   0.70715308
 0.50781,   0.01562500,   0.70642139
 0.51562,   0.01562500,   0.70465400
 0.52344,   0.01562500,   0.70184351
 0.53125,   0.01562500,   0.69798569
 0.53906,   0.01562500,   0.69307961
 0.54688,   0.01562500,   0.68712782
 0.55469,   0.01562500,   0.68013642
 0.56250,   0.01562500,   0.67211521
 0.57031,   0.01562500,   0.66307778
 0.57812,   0.01562500,   0.65304156
 0.58594,   0.01562500,   0.64202790
 0.59375,   0.01562500,   0.63006212
 0.60156,   0.01562500,   0.61717346
 0.60938,   0.01562500,   0.60339516
 0.61719,   0.01562500,   0.58876433
 0.62500,   0.01562500,   0.57332199
 0.63281,   0.01562500,   0.55711291
 0.64062,   0.01562500,   0.54018556
 0.64844,   0.01562500,   0.52259193
 0.65625,   0.01562500,   0.50438742
 0.66406,   0.01562500,   0.48563060
 0.67188,   0.01562500,   0.46638307
 0.67969,   0.01562500,   0.44670915
 0.68750,   0.01562500,   0.42667572
 0.69531,   0.01562500,   0.40635184
 0.70312,   0.01562500,   0.38580855
 0.71094,   0.01562500,   0.36511847
 0.71875,   0.01562500,   0.34435554
 0.72656,   0.01562500,   0.32359457
 0.73438,   0.01562500,   0.30291101
 0.74219,   0.01562500,   0.28238042
 0.75000,   0.01562500,   0.26207821
 0.75781,   0.01562500,   0.24207914
 0.76562,   0.01562500,   0.22245697
 0.77344,   0.01562500,   0.20328402
 0.78125,   0.01562500,   0.18463074
 0.78906,   0.01562500,   0.16656529
 0.79688,   0.01562500,   0.14915313
 0.80469,   0.01562500,   0.13245652
 0.81250,   0.01562500,   0.11653412
 0.82031,   0.01562500,   0.10144050
 0.82812,   0.01562500,   0.08722569
 0.83594,   0.01562500,   0.07393468
 0.84375,   0.01562500,   0.06160688
 0.85156,   0.01562500,   0.05027562
 0.85938,   0.01562500,   0.03996749
 0.86719,   0.01562500,   0.03070174
 0.87500,   0.01562500,   0.02248952
 0.88281,   0.01562500,   0.01533305
 0.89062,   0.01562500,   0.00922466
 0.89844,   0.01562500,   0.00414571
 0.90625,   0.01562500,   0.00006526
 0.91406,   0.01562500,  -0.00306141
 0.92188,   0.01562500,  -0.00529452
 0.92969,   0.01562500,  -0.00671172
 0.93750,   0.01562500,  -0.00741005
 0.94531,   0.01562500,  -0.00750758
 0.95312,   0.01562500,  -0.00714387
 0.96094,   0.01562500,  -0.00647734
 0.96875,   0.01562500,  -0.00567541
 0.97656,   0.01562500,  -0.00488924
 0.98438,   0.01562500,  -0.00419769
 0.99219,   0.01562500,  -0.00349703
 1.00000,   0.01562500,  -0.00231939
 0.00000,   0.02343750,  -0.00692971
 0.00781,   0.02343750,  -0.00345226
 0.01562,   0.02343750,  -0.00016691
 0.02344,   0.02343750,   0.00297424
 0.03125,   0.02343750,   0.00610146
 0.03906,   0.02343750,   0.00938687
 0.04688,   0.02343750,   0.01300425
 0.05469,   0.02343750,   0.01710608
 0.06250,   0.02343750,   0.02181470
 0.07031,   0.02343750,   0.02722126
 0.07812,   0.02343750,   0.03338845
 0.08594,   0.02343750,   0.04035455
 0.09375,   0.02343750,   0.04813761
 0.10156,   0.02343750,   0.05673930
 0.10938,   0.02343750,   0.06614824
 0.11719,   0.02343750,   0.07634283
 0.12500,   0.02343750,   0.08729352
 0.13281,   0.02343750,   0.09896480
 0.14062,   0.02343750,   0.11131662
 0.14844,   0.02343750,   0.12430578
